Identifier,DataFile,FileTitle,Total return count,Return 1 count,Return 2 count,Return 3 count,Return 4 count,Return 5 count,Return 6 count,Return 7 count,Return 8 count,Return 9 count,Other return count,Elev minimum,Elev maximum,Elev mean,Elev mode,Elev stddev,Elev variance,Elev CV,Elev IQ,Elev skewness,Elev kurtosis,Elev AAD,Elev MAD median,Elev MAD mode,Elev L1,Elev L2,Elev L3,Elev L4,Elev L CV,Elev L skewness,Elev L kurtosis,Elev P01,Elev P05,Elev P10,Elev P20,Elev P25,Elev P30,Elev P40,Elev P50,Elev P60,Elev P70,Elev P75,Elev P80,Elev P90,Elev P95,Elev P99,Canopy relief ratio,Elev SQRT mean SQ,Elev CURT mean CUBE,Int minimum,Int maximum,Int mean,Int mode,Int stddev,Int variance,Int CV,Int IQ,Int skewness,Int kurtosis,Int AAD,Int L1,Int L2,Int L3,Int L4,Int L CV,Int L skewness,Int L kurtosis,Int P01,Int P05,Int P10,Int P20,Int P25,Int P30,Int P40,Int P50,Int P60,Int P70,Int P75,Int P80,Int P90,Int P95,Int P99,Percentage first returns above 4.50,Percentage all returns above 4.50,(All returns above 4.50) / (Total first returns) * 100,First returns above 4.50,All returns above 4.50,Percentage first returns above mean,Percentage first returns above mode,Percentage all returns above mean,Percentage all returns above mode,(All returns above mean) / (Total first returns) * 100,(All returns above mode) / (Total first returns) * 100,First returns above mean,First returns above mode,All returns above mean,All returns above mode,Total first returns,Total all returns,Elev strata (below 0.00) total return count,Elev strata (below 0.00) return proportion,Elev strata (below 0.00) min,Elev strata (below 0.00) max,Elev strata (below 0.00) mean,Elev strata (below 0.00) mode,Elev strata (below 0.00) median,Elev strata (below 0.00) stddev,Elev strata (below 0.00) CV,Elev strata (below 0.00) skewness,Elev strata (below 0.00) kurtosis,Elev strata (0.00 to 0.15) total return count,Elev strata (0.00 to 0.15) return proportion,Elev strata (0.00 to 0.15) min,Elev strata (0.00 to 0.15) max,Elev strata (0.00 to 0.15) mean,Elev strata (0.00 to 0.15) mode,Elev strata (0.00 to 0.15) median,Elev strata (0.00 to 0.15) stddev,Elev strata (0.00 to 0.15) CV,Elev strata (0.00 to 0.15) skewness,Elev strata (0.00 to 0.15) kurtosis,Elev strata (0.15 to 1.37) total return count,Elev strata (0.15 to 1.37) return proportion,Elev strata (0.15 to 1.37) min,Elev strata (0.15 to 1.37) max,Elev strata (0.15 to 1.37) mean,Elev strata (0.15 to 1.37) mode,Elev strata (0.15 to 1.37) median,Elev strata (0.15 to 1.37) stddev,Elev strata (0.15 to 1.37) CV,Elev strata (0.15 to 1.37) skewness,Elev strata (0.15 to 1.37) kurtosis,Elev strata (1.37 to 5.00) total return count,Elev strata (1.37 to 5.00) return proportion,Elev strata (1.37 to 5.00) min,Elev strata (1.37 to 5.00) max,Elev strata (1.37 to 5.00) mean,Elev strata (1.37 to 5.00) mode,Elev strata (1.37 to 5.00) median,Elev strata (1.37 to 5.00) stddev,Elev strata (1.37 to 5.00) CV,Elev strata (1.37 to 5.00) skewness,Elev strata (1.37 to 5.00) kurtosis,Elev strata (5.00 to 10.00) total return count,Elev strata (5.00 to 10.00) return proportion,Elev strata (5.00 to 10.00) min,Elev strata (5.00 to 10.00) max,Elev strata (5.00 to 10.00) mean,Elev strata (5.00 to 10.00) mode,Elev strata (5.00 to 10.00) median,Elev strata (5.00 to 10.00) stddev,Elev strata (5.00 to 10.00) CV,Elev strata (5.00 to 10.00) skewness,Elev strata (5.00 to 10.00) kurtosis,Elev strata (10.00 to 20.00) total return count,Elev strata (10.00 to 20.00) return proportion,Elev strata (10.00 to 20.00) min,Elev strata (10.00 to 20.00) max,Elev strata (10.00 to 20.00) mean,Elev strata (10.00 to 20.00) mode,Elev strata (10.00 to 20.00) median,Elev strata (10.00 to 20.00) stddev,Elev strata (10.00 to 20.00) CV,Elev strata (10.00 to 20.00) skewness,Elev strata (10.00 to 20.00) kurtosis,Elev strata (20.00 to 30.00) total return count,Elev strata (20.00 to 30.00) return proportion,Elev strata (20.00 to 30.00) min,Elev strata (20.00 to 30.00) max,Elev strata (20.00 to 30.00) mean,Elev strata (20.00 to 30.00) mode,Elev strata (20.00 to 30.00) median,Elev strata (20.00 to 30.00) stddev,Elev strata (20.00 to 30.00) CV,Elev strata (20.00 to 30.00) skewness,Elev strata (20.00 to 30.00) kurtosis,Elev strata (above 30.00) total return count,Elev strata (above 30.00) return proportion,Elev strata (above 30.00) min,Elev strata (above 30.00) max,Elev strata (above 30.00) mean,Elev strata (above 30.00) mode,Elev strata (above 30.00) median,Elev strata (above 30.00) stddev,Elev strata (above 30.00) CV,Elev strata (above 30.00) skewness,Elev strata (above 30.00) kurtosis
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_14.las",clipLidar_60634_14,8753,7825,807,112,8,1,0,0,0,0,0,542.679993,670.049988,561.892974,542.679993,33.637060,1131.451794,0.059864,24.309998,1.634930,4.258923,26.703093,0.260010,1.020020,561.892974,14.637617,8.771138,3.377399,0.026051,0.599219,0.230734,543.210022,543.309998,543.369995,543.440002,543.500000,543.539978,543.599976,543.700012,543.830017,544.229980,567.809998,587.400024,622.210022,643.451965,659.908804,0.150844,562.898780,563.964070,0.000000,255.000000,156.069805,170.000000,55.714068,3104.057398,0.356982,50.000000,-1.196699,3.500685,42.806056,156.069805,28.986471,-8.507618,5.312560,0.185728,-0.293503,0.183277,15.000000,27.000000,54.000000,116.000000,141.000000,156.000000,167.000000,174.000000,180.000000,186.000000,191.000000,195.000000,208.000000,218.399994,237.000000,100.000000,100.000000,111.859425,7825,8753,21.303514,100.000000,26.139609,99.988575,29.239617,111.846645,1667,7825,2288,8752,7825,8753,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,8753,1.000000,542.679993,670.049988,561.892974,542.679993,543.700012,33.637060,0.059864,1.634930,4.258923
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_15.las",clipLidar_60634_15,9432,8316,1009,101,6,0,0,0,0,0,0,540.219971,668.770020,567.645249,542.260448,30.295147,917.795912,0.053370,42.950012,1.179685,3.230908,24.702835,14.930054,16.269581,567.645249,15.657529,5.766975,1.123869,0.027583,0.368320,0.071778,541.469971,542.549988,543.010010,543.570007,543.799988,544.030029,545.049988,558.530029,561.940002,568.841980,586.750000,595.869995,618.635986,632.510010,648.108303,0.213343,568.453013,569.290716,0.000000,254.000000,142.117154,173.365079,54.869925,3010.708678,0.386089,69.000000,-0.974173,2.785555,45.072465,142.117154,29.375474,-8.122064,3.105921,0.206699,-0.276491,0.105732,15.000000,26.000000,45.000000,90.000000,111.000000,129.300003,153.399994,165.000000,171.000000,177.000000,180.000000,183.000000,193.000000,201.000000,219.000000,100.000000,100.000000,113.419913,8316,9432,27.417027,98.593074,30.258694,96.702714,34.319384,109.680135,2280,8199,2854,9121,8316,9432,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,9432,1.000000,540.219971,668.770020,567.645249,542.260448,558.530029,30.295147,0.053370,1.179685,3.230908
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_16.las",clipLidar_60634_16,10284,7072,2645,510,57,0,0,0,0,0,0,542.520020,682.549988,616.303980,542.520020,36.426251,1326.871755,0.059104,49.427551,-0.647822,2.472615,29.587525,23.540039,80.329987,616.303980,20.372799,-3.227205,1.535474,0.033056,-0.158408,0.075369,543.599976,544.320007,545.929993,585.418030,594.902466,603.437012,614.299988,622.849976,632.213989,640.454041,644.330017,648.750000,658.551025,663.780029,672.385099,0.526915,617.379412,618.421561,0.000000,249.000000,96.315733,15.809524,54.279181,2946.229487,0.563555,99.000000,-0.022682,1.776786,47.612917,96.315733,31.212876,-0.295213,-0.521298,0.324068,-0.009458,-0.016701,12.000000,17.000000,21.000000,34.000000,44.000000,55.000000,79.000000,102.000000,120.000000,136.000000,143.000000,150.000000,165.000000,177.000000,197.000000,100.000000,100.000000,145.418552,7072,10284,73.119344,100.000000,57.915208,99.990276,84.219457,145.404412,5171,7072,5956,10283,7072,10284,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,10284,1.000000,542.520020,682.549988,616.303980,542.520020,622.850006,36.426251,0.059104,-0.647822,2.472615
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_2.las",clipLidar_60634_2,217,148,61,7,1,0,0,0,0,0,0,541.960022,646.260010,608.872489,629.704456,24.842525,617.151024,0.040801,35.529968,-0.978335,3.424337,19.567616,15.709961,16.054432,608.872489,13.573332,-2.935908,1.522412,0.022293,-0.216300,0.112162,542.650024,558.401978,574.807983,587.859985,594.030029,601.397949,607.313965,614.210022,619.619995,628.231995,629.559998,630.082031,633.682007,639.372009,644.394399,0.641539,609.376743,609.865976,0.000000,206.000000,102.944700,166.761905,56.549852,3197.885817,0.549323,107.000000,-0.147871,1.664873,49.711440,102.944700,32.502816,-1.387406,-0.966413,0.315731,-0.042686,-0.029733,14.000000,18.000000,23.000000,35.000000,44.000000,57.799999,93.000000,114.000000,126.000000,145.199997,151.000000,157.800003,172.399994,185.000000,193.840000,100.000000,100.000000,146.621622,148,217,62.837838,34.459459,56.221198,23.963134,82.432432,35.135135,93,51,122,52,148,217,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,217,1.000000,541.960022,646.260010,608.872489,629.704456,614.210022,24.842525,0.040801,-0.978335,3.424337
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_3.las",clipLidar_60634_3,4239,3734,435,67,3,0,0,0,0,0,0,539.270020,635.239990,555.831752,539.270020,24.237976,587.479458,0.043607,26.104980,1.449007,3.757718,19.731639,1.570007,2.359985,555.831752,11.453773,5.811215,1.697545,0.020607,0.507363,0.148208,539.611387,539.830017,540.054016,540.374023,540.580017,540.750000,541.109985,541.630005,543.179993,555.219971,566.684998,577.735962,599.255981,611.356995,623.367216,0.172572,556.359846,556.908257,0.000000,252.000000,149.825431,184.000000,59.064983,3488.672208,0.394225,77.000000,-0.943532,2.711236,48.790686,149.825431,31.887265,-8.455406,2.949804,0.212829,-0.265166,0.092507,15.000000,25.000000,44.000000,94.000000,115.000000,132.399994,160.000000,172.000000,182.000000,188.000000,192.000000,196.000000,206.000000,215.000000,230.620000,100.000000,100.000000,113.524371,3734,4239,26.298875,100.000000,29.629630,99.976410,33.636851,113.497590,982,3734,1256,4238,3734,4239,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,4239,1.000000,539.270020,635.239990,555.831752,539.270020,541.630005,24.237976,0.043607,1.449007,3.757718
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_4.las",clipLidar_60634_4,6066,5503,481,78,4,0,0,0,0,0,0,541.859985,646.690002,554.856206,541.859985,25.046216,627.312934,0.045140,0.989990,1.984207,5.645345,18.533089,0.419983,1.150024,554.856206,10.148684,6.664933,3.353177,0.018291,0.656729,0.330405,542.059998,542.190002,542.359985,542.590027,542.650024,542.719971,542.849976,543.010010,543.210022,543.409973,543.640015,564.469971,601.570007,617.410034,637.435016,0.123974,555.421118,556.017570,0.000000,255.000000,154.029674,170.000000,48.841863,2385.527561,0.317094,32.000000,-1.540614,4.518145,35.359622,154.029674,24.163803,-8.531607,5.797743,0.156878,-0.353074,0.239935,15.000000,31.000000,64.000000,137.000000,151.000000,157.000000,164.000000,169.000000,175.000000,180.000000,183.000000,186.000000,195.000000,203.000000,219.000000,100.000000,100.000000,110.230783,5503,6066,17.699437,99.981828,22.024398,99.983515,24.277667,110.212611,974,5502,1336,6065,5503,6066,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,6066,1.000000,541.859985,646.690002,554.856206,541.859985,543.010010,25.046216,0.045140,1.984207,5.645345
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_5.las",clipLidar_60634_5,2703,1884,656,154,8,1,0,0,0,0,0,544.289978,689.760010,632.176426,544.289978,43.942291,1930.924963,0.069510,42.700012,-1.088730,2.681173,35.389634,15.609985,106.460022,632.176426,22.764990,-7.103309,1.918977,0.036011,-0.312028,0.084295,545.010809,546.130005,547.348022,590.187988,619.700012,632.627991,640.520020,650.750000,655.869995,660.151978,662.400024,665.450012,671.676025,675.460022,681.958622,0.604155,633.701226,635.138370,0.000000,252.000000,94.420274,16.000000,54.919572,3016.159352,0.581650,99.000000,0.061674,1.846909,47.962945,94.420274,31.564080,0.399448,-0.410425,0.334293,0.012655,-0.013003,12.000000,16.000000,20.000000,32.000000,42.000000,52.000000,76.000000,98.000000,117.000000,134.000000,141.000000,148.000000,165.000000,177.000000,206.000000,100.000000,100.000000,143.471338,1884,2703,86.889597,100.000000,70.292268,99.926008,100.849257,143.365180,1637,1884,1900,2701,1884,2703,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2703,1.000000,544.289978,689.760010,632.176426,544.289978,650.750000,43.942291,0.069510,-1.088730,2.681173
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_6.las",clipLidar_60634_6,7754,7718,36,0,0,0,0,0,0,0,0,541.729980,566.440002,547.623409,543.298871,7.313442,53.486429,0.013355,1.900024,1.554129,3.647685,5.732052,0.850037,0.991107,547.623409,3.254251,1.709741,0.701619,0.005942,0.525387,0.215601,542.320007,542.880005,543.109985,543.340027,543.469971,543.599976,543.960022,544.260010,544.549988,544.979980,545.369995,550.575989,562.070007,564.350525,565.940002,0.238504,547.672236,547.721379,15.000000,253.000000,188.515347,196.333333,28.188661,794.600629,0.149530,40.000000,-0.894077,6.585894,22.213056,188.515347,15.400445,-0.709587,1.617188,0.081693,-0.046076,0.105009,115.530000,148.000000,156.000000,165.000000,169.000000,173.000000,181.000000,189.000000,197.000000,205.000000,209.000000,213.000000,223.000000,230.000000,243.000000,100.000000,100.000000,100.466442,7718,7754,20.769629,82.288158,20.673201,82.370389,20.769629,82.754600,1603,6351,1603,6387,7718,7754,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,7754,1.000000,541.729980,566.440002,547.623409,543.298871,544.260010,7.313442,0.013355,1.554129,3.647685
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_7.las",clipLidar_60634_7,8733,6024,2218,447,42,2,0,0,0,0,0,540.489990,685.400024,621.642164,540.489990,40.306070,1624.579314,0.064838,46.589966,-0.923703,2.668622,32.521812,19.889954,94.840027,621.642164,21.750476,-5.191157,1.854153,0.034989,-0.238669,0.085247,541.239990,542.159973,543.440002,593.179993,604.200012,611.768005,625.744019,635.330017,641.669983,647.599976,650.789978,653.609985,662.194031,668.859985,676.738008,0.560018,622.947328,624.192186,0.000000,249.000000,89.354861,15.809524,51.286644,2630.319891,0.573966,93.000000,0.074931,1.824014,44.967409,89.354861,29.486006,0.505735,-0.473314,0.329988,0.017152,-0.016052,12.000000,16.000000,21.000000,32.000000,40.000000,49.000000,70.000000,91.000000,110.000000,126.000000,133.000000,141.000000,155.000000,167.000000,191.000000,100.000000,100.000000,144.970120,6024,8733,78.618858,100.000000,62.910798,99.977098,91.201859,144.936919,4736,6024,5494,8731,6024,8733,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,8733,1.000000,540.489990,685.400024,621.642164,540.489990,635.330017,40.306070,0.064838,-0.923703,2.668622
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_8.las",clipLidar_60634_8,61,61,0,0,0,0,0,0,0,0,0,543.080017,543.859985,543.425575,543.340007,0.188113,0.035387,0.000346,0.229980,0.508845,2.521970,0.154258,0.130005,0.129964,543.425575,0.106581,0.013605,0.011064,0.000196,0.127646,0.103812,543.116016,543.179993,543.210022,543.270020,543.309998,543.309998,543.340027,543.369995,543.440002,543.539978,543.539978,543.570007,543.700012,543.770020,543.842004,0.443041,543.425607,543.425297,163.000000,227.000000,196.622951,194.492063,13.158222,173.138798,0.066921,18.000000,-0.050735,2.890967,10.502016,196.622951,7.451366,-0.117033,1.028899,0.037897,-0.015706,0.138082,167.800000,175.000000,182.000000,185.000000,187.000000,189.000000,194.000000,195.000000,201.000000,204.000000,205.000000,206.000000,211.000000,218.000000,225.800000,100.000000,100.000000,100.000000,61,61,42.622951,68.852459,42.622951,68.852459,42.622951,68.852459,26,42,26,42,61,61,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,61,1.000000,543.080017,543.859985,543.425575,543.340007,543.369995,0.188113,0.000346,0.508845,2.521970
60634,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_60634_9.las",clipLidar_60634_9,3404,2361,858,166,18,1,0,0,0,0,0,544.909973,684.250000,623.344950,547.121720,44.354890,1967.356309,0.071156,49.137451,-0.882336,2.204974,36.944431,18.175018,93.788254,623.344950,23.419583,-5.899701,0.697440,0.037571,-0.251913,0.029780,546.130005,546.650024,547.179993,549.134033,606.780029,621.387024,633.473999,640.909973,646.750000,652.530029,655.917480,658.671997,665.562012,670.821045,677.196112,0.562903,624.920558,626.418531,0.000000,254.000000,105.224148,16.126984,61.101194,3733.355855,0.580677,106.000000,0.111912,1.963509,52.660116,105.224148,35.086934,0.851815,0.387087,0.333449,0.024277,0.011032,13.000000,17.000000,22.000000,37.000000,47.000000,60.000000,86.000000,109.000000,129.000000,145.000000,153.000000,161.000000,182.699997,207.000000,234.000000,100.000000,100.000000,144.176197,2361,3404,82.041508,96.484540,69.124559,90.481786,99.661161,130.453198,1937,2278,2353,3080,2361,3404,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,3404,1.000000,544.909973,684.250000,623.344950,547.121720,640.909973,44.354890,0.071156,-0.882336,2.204974
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759.las",clipLidar_65759,376434,179518,100732,64097,32087,0,0,0,0,0,0,419.519989,632.969971,505.404742,426.296179,62.141525,3861.569150,0.122954,126.210022,0.026387,1.486789,56.716588,61.119995,83.843834,505.404742,35.426000,0.732447,-2.915592,0.070094,0.020675,-0.082301,421.779999,424.570007,427.200012,432.549988,436.190002,445.899994,475.660004,510.140015,538.419983,555.909973,562.400024,569.359985,584.840027,595.729980,611.750000,0.402365,509.210675,512.940290,1.000000,84.000000,14.724865,1.000000,13.565199,184.014628,0.921244,19.000000,1.003554,3.046067,11.248021,14.724865,7.329013,2.045519,0.424582,0.497730,0.279099,0.057932,1.000000,1.000000,1.000000,3.000000,4.000000,5.000000,7.000000,10.000000,14.000000,20.000000,23.000000,27.000000,36.000000,42.000000,51.000000,100.000000,100.000000,209.691507,179518,376434,42.505487,85.319021,51.343927,91.810517,107.663855,192.518856,76305,153163,193276,345606,179518,376434,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,376434,1.000000,419.519989,632.969971,505.404742,426.296179,510.140015,62.141525,0.122954,0.026387,1.486789
