TARGET_ECOREGION,TRAIN_ECOREGION,MODEL,METRIC,TARGET,SCORE
Blue Mountains,Cascades,Lasso,mape,ABOVEGROUND_LIVE_CARBON,1.2593118964250656
Blue Mountains,Cascades,Lasso,bias,TOTAL_COVER,18.63990124094021
Blue Mountains,Cascades,Lasso,bias,TOPHT,9.028735125226698
Blue Mountains,Cascades,Lasso,bias,BA,59.268080718975504
Blue Mountains,Cascades,Lasso,bias,QMD,-4.872419407703609
Blue Mountains,Cascades,Lasso,bias,GS_TPA,158.65732312269773
Blue Mountains,Cascades,Lasso,bias,ABOVEGROUND_LIVE_CARBON,16.757825745067976
Blue Mountains,Cascades,Lasso,rel_bias,TOTAL_COVER,-0.7009433614281138
Blue Mountains,Cascades,Lasso,rel_bias,TOPHT,-0.1562916162084442
Blue Mountains,Cascades,Lasso,rel_bias,BA,-0.9666192566670725
Blue Mountains,Cascades,Lasso,rel_bias,QMD,0.3913381293082475
Blue Mountains,Cascades,Lasso,rel_bias,GS_TPA,-2.023738147779775
Blue Mountains,Cascades,Lasso,rel_bias,ABOVEGROUND_LIVE_CARBON,-1.2303502246548887
Blue Mountains,Cascades,KNeighborsRegressor,rmse,TOTAL_COVER,21.563297518547397
Blue Mountains,Cascades,KNeighborsRegressor,rmse,TOPHT,15.19263351217656
Blue Mountains,Cascades,KNeighborsRegressor,rmse,BA,45.49034066223649
Blue Mountains,Cascades,KNeighborsRegressor,rmse,QMD,5.426664161096664
Blue Mountains,Cascades,KNeighborsRegressor,rmse,GS_TPA,91.88066884011273
Blue Mountains,Cascades,KNeighborsRegressor,rmse,ABOVEGROUND_LIVE_CARBON,11.421297878654629
Blue Mountains,Cascades,KNeighborsRegressor,nrmse,TOTAL_COVER,0.8108760905303339
Blue Mountains,Cascades,KNeighborsRegressor,nrmse,TOPHT,0.2629915722575843
Blue Mountains,Cascades,KNeighborsRegressor,nrmse,BA,0.74191434483865
Blue Mountains,Cascades,KNeighborsRegressor,nrmse,QMD,0.4358534074119388
Blue Mountains,Cascades,KNeighborsRegressor,nrmse,GS_TPA,1.1719749893388656
Blue Mountains,Cascades,KNeighborsRegressor,nrmse,ABOVEGROUND_LIVE_CARBON,0.838545323517811
Blue Mountains,Cascades,KNeighborsRegressor,mae,TOTAL_COVER,19.08242605000907
Blue Mountains,Cascades,KNeighborsRegressor,mae,TOPHT,12.282469133180687
Blue Mountains,Cascades,KNeighborsRegressor,mae,BA,32.54958675098991
Blue Mountains,Cascades,KNeighborsRegressor,mae,QMD,4.329567256434529
Blue Mountains,Cascades,KNeighborsRegressor,mae,GS_TPA,72.95037002517505
Blue Mountains,Cascades,KNeighborsRegressor,mae,ABOVEGROUND_LIVE_CARBON,7.719869420699639
Blue Mountains,Cascades,KNeighborsRegressor,mape,TOTAL_COVER,0.7175842665045193
Blue Mountains,Cascades,KNeighborsRegressor,mape,TOPHT,0.21261526949567466
Blue Mountains,Cascades,KNeighborsRegressor,mape,BA,0.5308600678204334
Blue Mountains,Cascades,KNeighborsRegressor,mape,QMD,0.34773787087550245
Blue Mountains,Cascades,KNeighborsRegressor,mape,GS_TPA,0.9305113927859814
Blue Mountains,Cascades,KNeighborsRegressor,mape,ABOVEGROUND_LIVE_CARBON,0.5667885094735289
Blue Mountains,Cascades,KNeighborsRegressor,bias,TOTAL_COVER,18.845374221791197
Blue Mountains,Cascades,KNeighborsRegressor,bias,TOPHT,3.599249032447003
Blue Mountains,Cascades,KNeighborsRegressor,bias,BA,28.806936941161727
Blue Mountains,Cascades,KNeighborsRegressor,bias,QMD,-4.205014763512357
Blue Mountains,Cascades,KNeighborsRegressor,bias,GS_TPA,64.06012534136867
Blue Mountains,Cascades,KNeighborsRegressor,bias,ABOVEGROUND_LIVE_CARBON,5.7263596687227345
Blue Mountains,Cascades,KNeighborsRegressor,rel_bias,TOTAL_COVER,-0.7086700612651285
Blue Mountains,Cascades,KNeighborsRegressor,rel_bias,TOPHT,-0.06230467951663348
Blue Mountains,Cascades,KNeighborsRegressor,rel_bias,BA,-0.469820173610007
Blue Mountains,Cascades,KNeighborsRegressor,rel_bias,QMD,0.33773418779687076
Blue Mountains,Cascades,KNeighborsRegressor,rel_bias,GS_TPA,-0.8171127361365084
Blue Mountains,Cascades,KNeighborsRegressor,rel_bias,ABOVEGROUND_LIVE_CARBON,-0.42042613475326673
Blue Mountains,Cascades,RandomForestRegressor,rmse,TOTAL_COVER,18.63780017831271
Blue Mountains,Cascades,RandomForestRegressor,rmse,TOPHT,15.587856451686429
Blue Mountains,Cascades,RandomForestRegressor,rmse,BA,44.536624466999825
Blue Mountains,Cascades,RandomForestRegressor,rmse,QMD,4.691709535971297
Blue Mountains,Cascades,RandomForestRegressor,rmse,GS_TPA,64.20691166590788
Blue Mountains,Cascades,RandomForestRegressor,rmse,ABOVEGROUND_LIVE_CARBON,13.499235221007334
Blue Mountains,Cascades,RandomForestRegressor,nrmse,TOTAL_COVER,0.7008643521092524
Blue Mountains,Cascades,RandomForestRegressor,nrmse,TOPHT,0.2698330656807396
Blue Mountains,Cascades,RandomForestRegressor,nrmse,BA,0.7263599278822079
Blue Mountains,Cascades,RandomForestRegressor,nrmse,QMD,0.3768240538082104
Blue Mountains,Cascades,RandomForestRegressor,nrmse,GS_TPA,0.818985054909419
Blue Mountains,Cascades,RandomForestRegressor,nrmse,ABOVEGROUND_LIVE_CARBON,0.9911063248598179
Blue Mountains,Cascades,RandomForestRegressor,mae,TOTAL_COVER,16.457890541928098
Blue Mountains,Cascades,RandomForestRegressor,mae,TOPHT,12.802526990194515
Blue Mountains,Cascades,RandomForestRegressor,mae,BA,31.18560887342438
Blue Mountains,Cascades,RandomForestRegressor,mae,QMD,3.518577592120256
Blue Mountains,Cascades,RandomForestRegressor,mae,GS_TPA,48.267168806758505
Blue Mountains,Cascades,RandomForestRegressor,mae,ABOVEGROUND_LIVE_CARBON,8.518186952822372
Blue Mountains,Cascades,RandomForestRegressor,mape,TOTAL_COVER,0.6188900343064884
Blue Mountains,Cascades,RandomForestRegressor,mape,TOPHT,0.22161771356643814
Blue Mountains,Cascades,RandomForestRegressor,mape,BA,0.5086145814451575
Blue Mountains,Cascades,RandomForestRegressor,mape,QMD,0.28260161072119666
Blue Mountains,Cascades,RandomForestRegressor,mape,GS_TPA,0.6156672057552756
Blue Mountains,Cascades,RandomForestRegressor,mape,ABOVEGROUND_LIVE_CARBON,0.6254005376647289
Blue Mountains,Cascades,RandomForestRegressor,bias,TOTAL_COVER,15.921453498215536
Blue Mountains,Cascades,RandomForestRegressor,bias,TOPHT,4.537253539398251
Blue Mountains,Cascades,RandomForestRegressor,bias,BA,27.046845103138644
Blue Mountains,Cascades,RandomForestRegressor,bias,QMD,-3.0068000674166306
Blue Mountains,Cascades,RandomForestRegressor,bias,GS_TPA,40.589925625163794
Blue Mountains,Cascades,RandomForestRegressor,bias,ABOVEGROUND_LIVE_CARBON,7.352142281879352
Blue Mountains,Cascades,RandomForestRegressor,rel_bias,TOTAL_COVER,-0.5987176106571303
Blue Mountains,Cascades,RandomForestRegressor,rel_bias,TOPHT,-0.07854197503686666
Blue Mountains,Cascades,RandomForestRegressor,rel_bias,BA,-0.4411143568618202
Blue Mountains,Cascades,RandomForestRegressor,rel_bias,QMD,0.24149717319620245
Blue Mountains,Cascades,RandomForestRegressor,rel_bias,GS_TPA,-0.5177408725071088
Blue Mountains,Cascades,RandomForestRegressor,rel_bias,ABOVEGROUND_LIVE_CARBON,-0.5397901879285996
Blue Mountains,Cascades,HistGradientBoostingRegressor,rmse,TOTAL_COVER,23.696767053457794
Blue Mountains,Cascades,HistGradientBoostingRegressor,rmse,TOPHT,15.760092386280501
Blue Mountains,Cascades,HistGradientBoostingRegressor,rmse,BA,55.64358819457942
Blue Mountains,Cascades,HistGradientBoostingRegressor,rmse,QMD,4.866084695301965
Blue Mountains,Cascades,HistGradientBoostingRegressor,rmse,GS_TPA,82.59464035214691
Blue Mountains,Cascades,HistGradientBoostingRegressor,rmse,ABOVEGROUND_LIVE_CARBON,17.555725014956092
Blue Mountains,Cascades,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.8911040535422847
Blue Mountains,Cascades,HistGradientBoostingRegressor,nrmse,TOPHT,0.27281455004300276
Blue Mountains,Cascades,HistGradientBoostingRegressor,nrmse,BA,0.9075064217780999
Blue Mountains,Cascades,HistGradientBoostingRegressor,nrmse,QMD,0.39082934418662074
Blue Mountains,Cascades,HistGradientBoostingRegressor,nrmse,GS_TPA,1.0535279506356283
Blue Mountains,Cascades,HistGradientBoostingRegressor,nrmse,ABOVEGROUND_LIVE_CARBON,1.288931544265981
Blue Mountains,Cascades,HistGradientBoostingRegressor,mae,TOTAL_COVER,22.171680932097985
Blue Mountains,Cascades,HistGradientBoostingRegressor,mae,TOPHT,13.31058421596372
Blue Mountains,Cascades,HistGradientBoostingRegressor,mae,BA,44.99702831850691
Blue Mountains,Cascades,HistGradientBoostingRegressor,mae,QMD,3.7056807596891703
Blue Mountains,Cascades,HistGradientBoostingRegressor,mae,GS_TPA,73.34206746854285
Blue Mountains,Cascades,HistGradientBoostingRegressor,mae,ABOVEGROUND_LIVE_CARBON,12.960890597193785
Blue Mountains,Cascades,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.8337540183379465
Blue Mountains,Cascades,HistGradientBoostingRegressor,mape,TOPHT,0.230412421113012
Blue Mountains,Cascades,HistGradientBoostingRegressor,mape,BA,0.7338687795830182
Blue Mountains,Cascades,HistGradientBoostingRegressor,mape,QMD,0.2976291765888434
Blue Mountains,Cascades,HistGradientBoostingRegressor,mape,GS_TPA,0.9355076516596939
Blue Mountains,Cascades,HistGradientBoostingRegressor,mape,ABOVEGROUND_LIVE_CARBON,0.9515813626763622
Blue Mountains,Cascades,HistGradientBoostingRegressor,bias,TOTAL_COVER,21.962346453648202
Blue Mountains,Cascades,HistGradientBoostingRegressor,bias,TOPHT,5.8476102349913965
Blue Mountains,Cascades,HistGradientBoostingRegressor,bias,BA,43.81853546229133
Blue Mountains,Cascades,HistGradientBoostingRegressor,bias,QMD,-3.3130821076373342
Blue Mountains,Cascades,HistGradientBoostingRegressor,bias,GS_TPA,68.89007411052387
Blue Mountains,Cascades,HistGradientBoostingRegressor,bias,ABOVEGROUND_LIVE_CARBON,12.656093622024141
Blue Mountains,Cascades,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,-0.8258821089811998
Blue Mountains,Cascades,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.10122486061533432
Blue Mountains,Cascades,HistGradientBoostingRegressor,rel_bias,BA,-0.7146484188957208
Blue Mountains,Cascades,HistGradientBoostingRegressor,rel_bias,QMD,0.26609682906145443
Blue Mountains,Cascades,HistGradientBoostingRegressor,rel_bias,GS_TPA,-0.8787206807531094
Blue Mountains,Cascades,HistGradientBoostingRegressor,rel_bias,ABOVEGROUND_LIVE_CARBON,-0.9292033386666263
Blue Mountains,Coast Range,ElasticNet,rmse,TOTAL_COVER,10.386367489570734
Blue Mountains,Coast Range,ElasticNet,rmse,TOPHT,16.050751698737923
Blue Mountains,Coast Range,ElasticNet,rmse,BA,98.96365049745249
Blue Mountains,Coast Range,ElasticNet,rmse,QMD,4.129098275970759
Blue Mountains,Coast Range,ElasticNet,rmse,GS_TPA,75.0924555442153
Blue Mountains,Coast Range,ElasticNet,rmse,ABOVEGROUND_LIVE_CARBON,27.42064320244174
Blue Mountains,Coast Range,ElasticNet,nrmse,TOTAL_COVER,0.3905737078250833
Blue Mountains,Coast Range,ElasticNet,nrmse,TOPHT,0.27784599831121903
Blue Mountains,Coast Range,ElasticNet,nrmse,BA,1.6140251062707442
Blue Mountains,Coast Range,ElasticNet,nrmse,QMD,0.33163680295943043
Blue Mountains,Coast Range,ElasticNet,nrmse,GS_TPA,0.9578345575499293
Blue Mountains,Coast Range,ElasticNet,nrmse,ABOVEGROUND_LIVE_CARBON,2.013208338452555
Blue Mountains,Coast Range,ElasticNet,mae,TOTAL_COVER,7.957205885755828
Blue Mountains,Coast Range,ElasticNet,mae,TOPHT,12.168728619734418
Blue Mountains,Coast Range,ElasticNet,mae,BA,95.34493307404702
Blue Mountains,Coast Range,ElasticNet,mae,QMD,3.130034628783172
Blue Mountains,Coast Range,ElasticNet,mae,GS_TPA,58.503381883464996
Blue Mountains,Coast Range,ElasticNet,mae,ABOVEGROUND_LIVE_CARBON,26.242597488278037
Blue Mountains,Coast Range,ElasticNet,mape,TOTAL_COVER,0.29922640517466204
Blue Mountains,Coast Range,ElasticNet,mape,TOPHT,0.210646368156967
Blue Mountains,Coast Range,ElasticNet,mape,BA,1.5550064590753667
Blue Mountains,Coast Range,ElasticNet,mape,QMD,0.25139500396074127
Blue Mountains,Coast Range,ElasticNet,mape,GS_TPA,0.7462342321263988
Blue Mountains,Coast Range,ElasticNet,mape,ABOVEGROUND_LIVE_CARBON,1.9267168788130713
Blue Mountains,Coast Range,ElasticNet,bias,TOTAL_COVER,-6.125230833852587
Blue Mountains,Coast Range,ElasticNet,bias,TOPHT,-7.767786244593383
Blue Mountains,Coast Range,ElasticNet,bias,BA,-95.34493307404702
Blue Mountains,Coast Range,ElasticNet,bias,QMD,-1.455905572196449
Blue Mountains,Coast Range,ElasticNet,bias,GS_TPA,-58.16362086547142
Blue Mountains,Coast Range,ElasticNet,bias,ABOVEGROUND_LIVE_CARBON,-26.242597488278037
Blue Mountains,Coast Range,ElasticNet,rel_bias,TOTAL_COVER,0.23033597843178252
Blue Mountains,Coast Range,ElasticNet,rel_bias,TOPHT,0.13446400295176877
Blue Mountains,Coast Range,ElasticNet,rel_bias,BA,1.5550064590753667
Blue Mountains,Coast Range,ElasticNet,rel_bias,QMD,0.11693397374043751
Blue Mountains,Coast Range,ElasticNet,rel_bias,GS_TPA,0.7419004433058832
Blue Mountains,Coast Range,ElasticNet,rel_bias,ABOVEGROUND_LIVE_CARBON,1.9267168788130713
Blue Mountains,Coast Range,Lasso,rmse,TOTAL_COVER,14.412967809593333
Blue Mountains,Coast Range,Lasso,rmse,TOPHT,17.752688987856008
Blue Mountains,Coast Range,Lasso,rmse,BA,97.91533643768996
Blue Mountains,Coast Range,Lasso,rmse,QMD,4.629002856800339
Blue Mountains,Coast Range,Lasso,rmse,GS_TPA,119.4570639258533
Blue Mountains,Coast Range,Lasso,rmse,ABOVEGROUND_LIVE_CARBON,27.01190634530515
Blue Mountains,Coast Range,Lasso,nrmse,TOTAL_COVER,0.5419918257089416
Blue Mountains,Coast Range,Lasso,nrmse,TOPHT,0.30730732660497656
Blue Mountains,Coast Range,Lasso,nrmse,BA,1.5969278669994738
Blue Mountains,Coast Range,Lasso,nrmse,QMD,0.37178764120319185
Blue Mountains,Coast Range,Lasso,nrmse,GS_TPA,1.5237230310608427
Blue Mountains,Coast Range,Lasso,nrmse,ABOVEGROUND_LIVE_CARBON,1.9831991062494603
Blue Mountains,Coast Range,Lasso,mae,TOTAL_COVER,12.263165803379534
Blue Mountains,Coast Range,Lasso,mae,TOPHT,12.94172210489605
Blue Mountains,Coast Range,Lasso,mae,BA,93.67954223956146
Blue Mountains,Coast Range,Lasso,mae,QMD,3.540624468468597
Blue Mountains,Coast Range,Lasso,mae,GS_TPA,107.47229049970217
Blue Mountains,Coast Range,Lasso,mae,ABOVEGROUND_LIVE_CARBON,25.591671212121643
Blue Mountains,Coast Range,Lasso,mape,TOTAL_COVER,0.4611496889850243
Blue Mountains,Coast Range,Lasso,mape,TOPHT,0.2240272459254325
Blue Mountains,Coast Range,Lasso,mape,BA,1.5278451467642158
Blue Mountains,Coast Range,Lasso,mape,QMD,0.2843723497781852
Blue Mountains,Coast Range,Lasso,mape,GS_TPA,1.3708524121846974
Blue Mountains,Coast Range,Lasso,mape,ABOVEGROUND_LIVE_CARBON,1.8789262344725612
Blue Mountains,Coast Range,Lasso,bias,TOTAL_COVER,-12.14905692958652
Blue Mountains,Coast Range,Lasso,bias,TOPHT,-10.788525369208264
Blue Mountains,Coast Range,Lasso,bias,BA,-93.67954223956146
Blue Mountains,Coast Range,Lasso,bias,QMD,-1.3379399253136375
Blue Mountains,Coast Range,Lasso,bias,GS_TPA,-107.37377368547523
Blue Mountains,Coast Range,Lasso,bias,ABOVEGROUND_LIVE_CARBON,-25.591671212121643
Blue Mountains,Coast Range,Lasso,rel_bias,TOTAL_COVER,0.4568586867671811
Blue Mountains,Coast Range,Lasso,rel_bias,TOPHT,0.1867544061347159
Blue Mountains,Coast Range,Lasso,rel_bias,BA,1.5278451467642158
Blue Mountains,Coast Range,Lasso,rel_bias,QMD,0.1074593264018345
Blue Mountains,Coast Range,Lasso,rel_bias,GS_TPA,1.3695957904843892
Blue Mountains,Coast Range,Lasso,rel_bias,ABOVEGROUND_LIVE_CARBON,1.8789262344725612
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,TOTAL_COVER,16.14607225738525
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,TOPHT,14.903494697789622
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,BA,22.546232554376207
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,QMD,6.159745353761925
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,GS_TPA,50.60024048369137
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,ABOVEGROUND_LIVE_CARBON,7.675194532020815
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,TOTAL_COVER,0.6071642770883032
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,TOPHT,0.2579864445201601
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,BA,0.36771264208284965
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,QMD,0.494732292533179
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,GS_TPA,0.6454264759937012
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,ABOVEGROUND_LIVE_CARBON,0.5635085040504746
Blue Mountains,Coast Range,KNeighborsRegressor,mae,TOTAL_COVER,13.984078765956403
Blue Mountains,Coast Range,KNeighborsRegressor,mae,TOPHT,11.330096510810005
Blue Mountains,Coast Range,KNeighborsRegressor,mae,BA,17.33657671610071
Blue Mountains,Coast Range,KNeighborsRegressor,mae,QMD,4.888399572804636
Blue Mountains,Coast Range,KNeighborsRegressor,mae,GS_TPA,31.781888486626617
Blue Mountains,Coast Range,KNeighborsRegressor,mae,ABOVEGROUND_LIVE_CARBON,4.4974286786550115
Blue Mountains,Coast Range,KNeighborsRegressor,mape,TOTAL_COVER,0.5258636861849901
Blue Mountains,Coast Range,KNeighborsRegressor,mape,TOPHT,0.19612925519594174
Blue Mountains,Coast Range,KNeighborsRegressor,mape,BA,0.2827469473480635
Blue Mountains,Coast Range,KNeighborsRegressor,mape,QMD,0.3926216082934074
Blue Mountains,Coast Range,KNeighborsRegressor,mape,GS_TPA,0.40539080625436097
Blue Mountains,Coast Range,KNeighborsRegressor,mape,ABOVEGROUND_LIVE_CARBON,0.3301987065225977
Blue Mountains,Coast Range,KNeighborsRegressor,bias,TOTAL_COVER,13.352203190021124
Blue Mountains,Coast Range,KNeighborsRegressor,bias,TOPHT,-3.4832806641464695
Blue Mountains,Coast Range,KNeighborsRegressor,bias,BA,-5.193557772544472
Blue Mountains,Coast Range,KNeighborsRegressor,bias,QMD,-4.528632343308754
Blue Mountains,Coast Range,KNeighborsRegressor,bias,GS_TPA,1.353248513386051
Blue Mountains,Coast Range,KNeighborsRegressor,bias,ABOVEGROUND_LIVE_CARBON,-2.2720417442691674
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,TOTAL_COVER,-0.5021023483712679
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,TOPHT,0.06029721297128045
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,BA,0.08470314700012126
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,QMD,0.3637261822644554
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,GS_TPA,-0.017261230594743535
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,ABOVEGROUND_LIVE_CARBON,0.1668120383283957
Blue Mountains,Coast Range,RandomForestRegressor,rmse,TOTAL_COVER,15.765403696918085
Blue Mountains,Coast Range,RandomForestRegressor,rmse,TOPHT,15.621991230160273
Blue Mountains,Coast Range,RandomForestRegressor,rmse,BA,22.342004078985116
Blue Mountains,Coast Range,RandomForestRegressor,rmse,QMD,5.795443389638768
Blue Mountains,Coast Range,RandomForestRegressor,rmse,GS_TPA,54.37675772915557
Blue Mountains,Coast Range,RandomForestRegressor,rmse,ABOVEGROUND_LIVE_CARBON,7.500303166638337
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,TOTAL_COVER,0.5928494426417664
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,TOPHT,0.27042395461729596
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,BA,0.36438182430238486
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,QMD,0.4654726502047966
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,GS_TPA,0.6935974766444787
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,ABOVEGROUND_LIVE_CARBON,0.5506680774962205
Blue Mountains,Coast Range,RandomForestRegressor,mae,TOTAL_COVER,13.501614964071953
Blue Mountains,Coast Range,RandomForestRegressor,mae,TOPHT,10.715947924157481
Blue Mountains,Coast Range,RandomForestRegressor,mae,BA,17.31257494026464
Blue Mountains,Coast Range,RandomForestRegressor,mae,QMD,4.527178934306196
Blue Mountains,Coast Range,RandomForestRegressor,mae,GS_TPA,37.23928462453185
Blue Mountains,Coast Range,RandomForestRegressor,mae,ABOVEGROUND_LIVE_CARBON,4.297410714285713
Blue Mountains,Coast Range,RandomForestRegressor,mape,TOTAL_COVER,0.5077208969776361
Blue Mountains,Coast Range,RandomForestRegressor,mape,TOPHT,0.18549805670924954
Blue Mountains,Coast Range,RandomForestRegressor,mape,BA,0.28235549585451236
Blue Mountains,Coast Range,RandomForestRegressor,mape,QMD,0.3636094488077088
Blue Mountains,Coast Range,RandomForestRegressor,mape,GS_TPA,0.47500209512807834
Blue Mountains,Coast Range,RandomForestRegressor,mape,ABOVEGROUND_LIVE_CARBON,0.3155134990774011
Blue Mountains,Coast Range,RandomForestRegressor,bias,TOTAL_COVER,12.672105156938695
Blue Mountains,Coast Range,RandomForestRegressor,bias,TOPHT,-5.5306250912043495
Blue Mountains,Coast Range,RandomForestRegressor,bias,BA,-8.485702749775086
Blue Mountains,Coast Range,RandomForestRegressor,bias,QMD,-3.9233379021297075
Blue Mountains,Coast Range,RandomForestRegressor,bias,GS_TPA,0.29939103684381557
Blue Mountains,Coast Range,RandomForestRegressor,bias,ABOVEGROUND_LIVE_CARBON,-2.2444931657848324
Blue Mountains,Coast Range,RandomForestRegressor,rel_bias,TOTAL_COVER,-0.4765276312497838
Blue Mountains,Coast Range,RandomForestRegressor,rel_bias,TOPHT,0.09573769992788424
Blue Mountains,Coast Range,RandomForestRegressor,rel_bias,BA,0.13839563530288573
